tran_id,TRAN_DATE,user_id,ProdId,amt
CIXAJ,2016-09-24,1450,16,47672.146415197014
DKTPY,2016-07-12,40,12,10220.068548856176
EMDSS,2016-12-19,80,15,72721.50832967322
GVOJO,2017-11-19,1420,7,12832.190233058305
CIPDU,2017-01-30,1484,11,69900.95231498308
DMFZD,2016-12-15,931,6,10120.832979093875
VURJP,2016-09-09,595,6,47082.205861027185
JIZCK,2016-07-18,785,1,55346.1895509203
EGTMR,2017-12-21,610,12,27311.308045337744
COWQC,2017-04-05,962,3,43390.47540626753
GPAXS,2017-05-09,1238,1,99953.8146807816
UTRFS,2016-12-22,802,8,59208.50850808086
FBRXQ,2017-09-03,662,8,81079.42882149322
OVVQX,2016-08-11,438,15,165623.24523647982
ERRSU,2017-04-14,820,14,163605.8345783324
WRVYY,2017-04-24,277,15,131257.1414656361
IYDWL,2017-04-27,274,6,112946.86217164276
DUDXC,2016-12-11,206,7,126480.98242525545
KVFWX,2017-09-05,1240,5,104826.7039003577
XSZOP,2016-12-16,1157,1,123695.2569640628
XGHQO,2016-08-29,1199,4,152459.55427679906
ZDIMZ,2017-12-06,827,7,96774.31593493355
RIOYF,2017-08-06,953,10,60039.697839197026
WYEQE,2016-10-23,382,10,90181.99702272213
XRSYJ,2016-12-23,752,3,170021.64557422776
BYQGH,2017-07-11,1374,5,28350.270441691227
AVWYS,2016-12-02,242,11,85666.19139571805
ONGAY,2017-05-06,1171,8,92658.17603830462
YEWSV,2017-06-23,1383,5,115559.42188704005
VRFBN,2016-08-22,829,9,38191.61300179719
IPLNC,2017-07-06,594,8,34712.449479947005
ZOLUF,2017-11-19,1270,4,46777.80941569665
IORXE,2016-09-14,663,11,148981.2303617932
LWAUI,2017-01-21,799,5,30948.82064794193
SMRKJ,2017-07-11,720,13,76075.24469387965
ZIHJB,2016-09-14,1207,13,139971.20158372304
VYFCC,2017-11-04,990,12,198368.8363723776
WMKIS,2017-01-21,383,2,150793.23933791957
TYIYO,2017-09-16,1434,5,190014.1767661717
EQMTA,2017-03-26,1402,6,23970.11011729291
RSMNS,2017-09-08,588,10,136946.21227877314
ZUOEZ,2017-02-23,399,6,80631.22515925467
IZERU,2016-12-10,1456,4,151412.5213710295
GAVHG,2017-03-19,1119,4,95145.09412238235
SJGQI,2016-07-14,1276,15,184748.27670131478
RHLNF,2017-08-26,1241,16,36194.37822665219
MWMHQ,2017-03-22,1233,7,198792.5862861175
WKYMX,2016-07-12,943,4,74744.22570577823
GIXHV,2017-06-20,1151,9,127986.74205010079
KQENM,2016-07-04,512,13,74441.18241832065
BSXVW,2016-07-18,1429,13,138122.29022956247
OILIR,2016-09-12,732,14,21755.579792897573
XAPHX,2016-08-14,570,11,107215.72938425583
YUCLP,2017-11-21,212,10,193393.05061381098
UMVIL,2017-04-13,132,14,26957.04621597068
UZYTW,2016-11-25,720,10,79812.1871025063
SVVJQ,2017-12-26,1298,6,27469.16877427683
VENXH,2016-12-12,1338,6,14532.432920178651
OBQDI,2017-03-10,570,4,199233.56156221605
LVFJU,2017-08-31,791,8,153644.6488109565
ZYCDT,2017-10-27,267,11,141766.474515901
LYLJP,2017-10-15,620,13,152366.03842039872
GEENI,2016-10-26,1042,1,54677.14543943592
VLEXY,2017-06-07,94,2,90719.81893687735
ZVXXY,2017-02-08,611,16,14206.752597143124
IUXBA,2016-10-12,446,6,63365.71719885968
OGJLE,2017-10-06,688,15,166680.5118693749
BEEYL,2017-01-31,1143,2,194910.38320273484
CBPSN,2017-11-10,132,10,829.5458342380879
BQFHR,2016-12-20,1069,1,13243.24291320289
TZFLW,2017-06-05,556,8,100944.75877724389
TJFFF,2017-10-29,1228,16,70571.82687747332
QJDKZ,2016-08-09,776,10,195402.51122451472
GYPZO,2017-06-10,1354,1,110660.91444268668
IWMMY,2017-04-09,785,4,183369.31570944947
GPIWV,2017-05-14,1415,5,57634.87209271194
DFTEN,2017-09-20,1153,6,95226.64464581512
NGRRK,2016-07-13,528,10,56362.68683779395
ECQBW,2017-03-18,678,10,96458.97916654221
QVULS,2017-03-24,518,11,45815.33384042664
BIXMV,2017-03-19,466,11,81231.8360228464
SLBJB,2017-06-20,352,4,115592.51384020534
FOHOJ,2017-06-30,1495,2,36384.469277551965
XZYHM,2017-08-09,241,5,134895.0754885677
GORSY,2016-09-22,729,1,40711.51708095779
ULKTR,2017-11-08,1174,12,99239.43544490254
IOQSF,2017-06-09,46,7,99976.58044625215
EUTNC,2016-09-20,675,16,138305.36057438326
OLBAW,2017-04-02,1067,4,187228.8259264538
PZSXG,2016-08-22,1181,3,163716.2122775662
NKZPS,2017-06-09,195,13,64401.15294571784
ZSGHV,2016-12-30,46,14,57994.7763274014
GNQUK,2017-04-23,336,16,130275.5142385127
EGMVN,2017-07-05,596,8,138837.69649034855
ECHZY,2017-04-23,639,2,84841.98156981541
TLCDM,2016-11-03,273,7,70607.69311531405
IALGJ,2017-06-13,468,7,108935.49926547776
PHKTT,2017-10-28,962,11,177385.1556286918
FVDMF,2016-12-30,263,8,69092.90788493525
UCVWX,2017-02-10,538,12,31119.473661778986
ZAPGT,2017-09-30,1476,9,140158.01520599698
UNMDV,2016-10-23,1227,3,160002.79393261674
RSFTK,2017-12-16,263,9,17838.222355913367
QZLEJ,2016-11-29,492,15,184803.83349571296
UBKRW,2016-09-01,187,6,41092.39859945648
HEXDF,2017-09-29,284,15,73684.6431723413
NNVUL,2017-11-21,372,11,84707.91385738424
XEGJO,2016-08-20,1092,2,166541.5082461516
XPAKC,2016-08-06,21,8,121787.77706767128
HVTJE,2017-04-11,1265,11,169527.7611726643
RTROA,2017-02-15,1071,9,85742.69735586512
TLDSV,2017-12-17,1207,8,85574.40528726546
GWZCJ,2016-10-11,681,2,181906.62780818844
KYGFG,2016-12-29,50,11,48732.22039808576
HTAPN,2017-10-29,219,7,152253.67050852437
WTYSU,2017-09-27,730,11,118483.19446485072
NQJOC,2017-07-07,377,10,166974.43501747993
CGGUI,2016-08-09,36,13,52935.8921064216
QPHOP,2017-05-30,52,5,108820.35202897535
JRQZA,2017-04-27,810,1,186949.9764808586
OTBKT,2017-03-06,93,13,161375.14542456588
TYFHH,2016-08-16,226,1,90319.19912045627
XIJDL,2016-09-04,1336,11,40708.84503794201
NKDBI,2017-08-31,386,8,68103.46137753989
QYXCR,2016-09-28,1012,16,141311.3438797966
DAFMC,2017-07-16,391,14,162970.43867565686
DZHAN,2017-06-28,850,10,198326.98435820662
WBIIR,2017-05-26,1357,13,34247.849754197654
DUVQL,2017-10-31,330,13,130548.53830671671
AOVTC,2017-01-12,210,5,89939.28581904163
YMXAN,2017-04-17,840,12,23767.177492193438
VKWUT,2016-12-31,685,12,161937.7277049223
ESGGK,2017-12-10,1489,3,97389.11107458375
QZTTT,2017-04-01,1497,13,174958.7724103914
IDIXN,2017-09-19,1341,5,106220.49705888653
CMGQX,2016-09-04,843,8,112654.52803011012
BRCWK,2017-06-27,80,16,53138.42897379069
SWMHZ,2016-12-23,953,11,69765.58951624499
DYFPK,2016-08-15,763,14,128766.97625391131
TLZKP,2017-04-21,1335,12,187425.44838433454
NANPM,2016-08-16,471,12,9025.73688520778
DTHRJ,2017-08-29,1187,16,25362.534831933182
CMMGM,2017-05-24,1197,10,6911.5021015836
KQPEE,2017-11-07,268,12,30945.34856385158
SZGEK,2016-11-28,1053,15,186303.01155654006
EKSOC,2017-03-26,195,8,1855.0660016620534
RQARW,2017-03-14,1412,1,182660.9941260734
PNYBD,2017-01-17,870,4,92460.00814566395
BYVEV,2017-06-16,1124,2,43109.236927199505
TRQOG,2017-05-13,901,15,110523.701273244
BFTFI,2017-08-11,713,9,168344.5987506506
BSCVE,2017-02-17,653,13,24686.733160340445
CMGVO,2017-12-30,1325,8,71307.98693462042
JSBJY,2017-06-03,21,15,69741.99698709016
JTHLM,2016-07-31,479,5,154603.61440061906
AFAKE,2017-06-13,440,15,15695.19492709237
YSREK,2017-10-13,864,4,71576.79008510834
CETYW,2017-02-15,1056,7,29486.37380830972
HUBNK,2017-07-13,55,16,131725.87327218975
HXHAP,2017-03-06,1083,16,69581.7532051354
BFYCF,2017-04-05,344,12,130080.43577796462
QRXTL,2016-08-16,53,6,197684.03154245834
CCPED,2016-07-31,1265,10,123000.29795213141
TZNGX,2016-08-31,626,9,6650.13427550718
BSWKA,2017-08-05,1128,3,140115.2122202634
PCGBN,2016-08-17,1299,1,20033.059031043176
TIWMK,2017-12-02,1306,8,104153.98658536848
WDIMS,2016-11-14,1428,1,168440.59046194493
LWMKY,2016-09-23,643,16,2889.467469186413
WZNCU,2017-07-21,289,7,195066.38057171405
QZINU,2016-09-03,558,11,110738.52040015033
SIYYP,2016-11-12,1396,3,183692.82198466928
CHZYD,2017-12-24,557,4,124555.17226881297
NJOAC,2017-11-15,1226,5,183162.11311367064
XPMWE,2017-11-13,315,4,135018.39558959645
WAFIZ,2017-09-20,355,11,53438.14389268058
RUHUV,2017-06-20,622,6,189689.95987748474
WNGZR,2017-07-31,395,9,121180.13914711343
EZGTD,2017-02-21,680,5,42621.57960530901
YQZNK,2017-02-26,1443,8,120960.28959396674
RJROD,2016-12-21,1048,15,43503.29379145445
IBOKO,2016-08-06,1155,9,28267.57710264589
DQRTL,2017-02-19,1292,16,10546.961767371198
JFGAW,2017-11-08,1132,8,46166.90358708158
VKWPS,2017-09-24,819,2,121198.78101266513
YEDOW,2017-08-05,1271,12,28998.851403581095
RFNTJ,2016-08-30,987,9,130688.62350054533
ETIJC,2017-12-01,157,13,164375.70773194337
PKJTC,2017-04-14,808,3,96656.74317492817
EFNCP,2017-06-06,1107,1,57177.10407878631
RVEXN,2017-01-11,878,4,62212.45588652835
FAKOX,2017-11-26,456,3,67631.2639710769
WUNZJ,2017-04-29,725,5,72135.58830510493
LOBEK,2017-08-09,1380,16,94474.55602059278
YMTWD,2017-10-10,682,13,81707.55473452611
IEEXX,2017-06-22,124,6,159861.1282231139
WALOA,2017-04-16,1072,4,73657.64651150149
IFBKZ,2017-05-28,544,12,89996.18995213388
XGBAV,2016-07-21,1174,10,136979.78761772794
HIKCZ,2016-10-09,275,1,197317.85357580966
ZDIOV,2017-05-30,1474,12,182117.69340923495
ZUDFW,2016-12-08,532,10,196297.96121155497
IQBIP,2017-08-15,434,4,141802.3682341135
PSIYX,2017-01-04,689,9,107352.2721427663
ZGDTC,2017-01-27,618,13,54273.06474765112
DACNC,2017-05-24,591,13,6038.4687351667135
ESWHY,2017-03-28,284,4,28543.53162457295
DWDCK,2016-09-04,1104,6,73074.86918621037
TEADV,2017-11-20,18,1,121630.04958740542
TBOOH,2017-07-26,64,8,34885.635025056596
SAUCT,2016-08-19,1039,7,170379.14586440474
QDCNK,2017-02-07,267,10,51837.24308139428
VRDPK,2016-08-03,1030,10,116186.31016681004
VUONP,2017-11-15,710,6,15756.609074798433
BWUEJ,2017-03-23,932,2,116234.59707985674
IQIFX,2017-03-25,122,8,169675.05383298942
ZGRQH,2017-01-19,437,1,97256.35379621868
HBHMF,2016-08-08,59,10,113032.6976930744
HCFIV,2017-12-15,774,12,113592.75063996419
RTNJE,2017-05-25,439,11,138242.03885117912
TKJPD,2016-07-03,915,1,178239.81794818045
CLNCY,2016-12-21,1119,7,49586.00793927932
PPOPP,2016-12-22,366,12,69145.32810188469
RELVB,2017-10-29,74,3,60990.056726831506
DQBAM,2016-12-23,1015,11,40321.867914322866
TNRCS,2016-08-12,1374,16,55102.95002676997
GTWQW,2016-08-09,1141,7,74267.27301588742
YFEPH,2017-07-08,392,7,18142.07864807762
YMZTQ,2017-05-13,1045,10,32690.231256331637
JILLD,2017-10-21,1072,16,158021.44802503925
GJOBK,2017-11-09,12,13,122138.79143218833
GHHRL,2016-08-01,1055,4,68500.9873114034
HCPWO,2017-03-30,1308,2,37773.11183545371
OIWTV,2016-09-25,1317,16,139682.7976108342
UZGSP,2017-02-28,901,5,3911.1794065437743
PGZLG,2016-12-25,241,11,180669.5190701942
ALGDZ,2017-05-30,293,1,55672.41786711439
RSYOX,2017-05-23,957,5,158389.8245310499
MEWTL,2016-09-14,464,15,11937.648022283387
UQGAB,2016-10-05,1070,8,77666.12804307777
QVJIQ,2017-04-29,597,2,182200.4275562197
HNTTI,2017-10-16,225,10,50969.30428223825
VCJVX,2016-12-13,1012,10,148004.37734521358
GFJBY,2017-02-05,1130,2,74889.82651721252
JTONH,2017-03-17,1479,8,192658.25461914163
VYMBC,2017-10-11,467,7,76586.33259824719
BVBSK,2017-07-01,764,12,45313.05534328081
OJHRW,2017-01-05,898,16,30499.905996907328
QLWGF,2017-09-12,237,1,166694.79360367014
OSEZK,2017-04-12,744,10,140746.2045924732
WMVCV,2017-06-24,449,8,5782.15192257896
FZCKF,2017-10-21,1215,9,161229.5223094568
JXDUW,2016-10-08,1108,4,35629.32409706163
NNQSZ,2017-07-03,1093,13,183736.3042175068
JCRHI,2017-08-15,735,7,191931.28809628915
CJTPV,2016-12-31,477,10,112896.82120891646
ATOCI,2017-05-17,552,7,103653.23593661237
ZHLEJ,2016-09-06,789,15,57983.89860261508
IAXAV,2017-05-01,1311,12,190492.29556493871
NZPBV,2016-12-03,1144,2,147492.5500898776
AMYWB,2016-11-02,21,14,184322.1677712839
ZYSLB,2017-06-03,164,14,184062.89633437723
ZVXMX,2016-12-11,432,1,113463.36589385766
RRJAS,2017-04-06,803,4,175109.16337078094
TLSMC,2016-08-29,1305,9,98758.10371853497
HWSOH,2017-01-09,715,14,75606.76755335096
BWBFI,2017-04-10,1143,9,83485.6873491223
LOUPS,2016-07-15,3,1,24143.142290730713
MANTQ,2017-12-16,1329,16,506.9387990781271
NWDPL,2017-08-25,1464,16,110917.6753092288
NRGVH,2017-08-12,395,3,69812.87275028895
FLTRJ,2017-04-06,975,14,151462.9334120724
BSWRJ,2017-12-12,637,10,48447.709228486776
DGIIO,2016-12-23,1117,11,44730.81838981037
IMQBV,2016-11-05,818,7,153661.9166486594
NNXBW,2017-09-16,1347,6,23969.112211866282
ZQNMZ,2016-07-22,596,10,155972.35645455553
OKUQA,2017-05-05,981,14,198388.15068020037
GBWVB,2017-07-16,676,4,146042.51434312784
GAUXR,2016-10-28,365,5,66904.15909706014
DCVDJ,2016-08-19,744,8,46444.47679675587
JBENJ,2016-10-07,568,6,126371.06644620848
VEBKN,2017-11-24,994,16,16720.266672463025
UHVKV,2016-11-26,640,7,199290.94545180496
BEWOL,2016-11-09,159,6,80167.10258392795
JVUBG,2016-11-21,1061,5,61389.99347261194
AFJCH,2017-04-18,1111,4,88802.20062370994
UROMA,2017-04-29,868,7,22034.99502756192
LBVMB,2016-12-25,679,14,30545.272887252595
RBDSV,2017-12-08,1482,9,104918.17263506394
IVWYB,2017-06-04,380,10,1849.0021972316083
KQRZP,2017-09-16,158,9,15693.63895276834
EMIQR,2017-06-18,1303,6,124680.16288365502
RQHNU,2017-02-20,198,1,5074.879127634557
EVSFH,2017-11-21,1333,14,9667.489082187087
BJNJT,2017-08-17,667,9,151604.46400666703
JQFFB,2017-11-04,316,1,4678.670913879746
BOQQR,2017-09-16,542,2,129958.12605563807
UVBSI,2017-11-25,576,5,180404.5424545764
LGTPQ,2016-09-11,963,10,125280.42395141865
SPWYH,2017-03-13,604,3,132773.88877650799
NOIDZ,2017-07-24,1173,14,98705.82486726267
ZRPDU,2016-08-16,264,1,52179.10210895107
VGONB,2017-04-12,563,11,10005.289632907854
TGOFH,2017-08-05,1039,5,82483.84336232115
QWRUQ,2017-04-26,545,14,36709.207244143014
UISUV,2017-11-14,1468,4,24050.311575734806
BVVYS,2016-10-14,537,8,163684.84565235832
DJJGR,2017-07-19,567,6,135651.50667524038
LEBNG,2017-11-17,904,2,165495.25621137072
SUFFJ,2017-10-21,149,13,18198.14414105234
MHRUM,2017-10-28,822,2,194546.52705060114
DKSDA,2016-12-03,843,8,5583.109905940686
VTHRX,2017-02-26,72,9,70251.04945966206
KSLLC,2016-09-13,311,8,124272.38754929433
GPNAB,2017-07-21,1368,12,45108.8552596105
HQJEL,2017-04-22,790,15,39872.93653110146
ORODZ,2017-05-17,282,7,195951.67304369024
EFFBG,2017-03-31,1261,14,75416.23557772148
GPGNJ,2017-09-05,1145,11,149163.52413384826
KUBYY,2017-03-03,1452,12,82777.09940634182
ROGKN,2017-10-03,172,9,128930.14935962373
TSDLV,2016-10-31,1010,3,40334.09345446783
JLOCL,2017-07-07,1,1,91755.22152240809
VQKUQ,2017-12-06,1422,9,38631.186158175624
ALBKU,2017-11-07,1324,7,32690.907293618122
PZWXX,2017-09-07,341,3,198114.06621835448
JSVWW,2016-07-05,48,1,99269.48432213647
KTSYD,2017-02-26,421,3,194332.88282284612
AOTEE,2016-11-24,405,15,87901.89263963481
QSLLK,2017-10-31,373,2,71393.7417671809
CDVGZ,2017-04-16,1286,8,136249.57434456112
DKYNA,2017-03-24,33,6,158770.25354838528
KUEXY,2017-10-21,1477,16,43303.66033020252
BAZQP,2016-12-14,732,8,40355.95373900716
WJAZK,2017-05-21,549,4,109789.15518193468
YPLRX,2017-05-11,238,11,102281.91853982207
LOKKW,2017-01-05,976,10,134865.36806973346
IPIOH,2016-11-29,955,3,189266.60063971134
CRTOR,2017-11-05,9,5,155454.58950226702
VTHQN,2016-10-03,1426,16,18956.242864292206
UJGCZ,2016-09-29,216,4,42341.15575842607
TABAE,2017-04-24,1024,4,43200.23834502551
UXJHV,2017-01-14,117,10,144075.75704341213
JRXBT,2016-08-27,340,5,67630.11036159609
OYJAY,2016-12-08,67,12,39325.75391658275
WBQTG,2017-02-16,294,13,103332.02484955435
JHSKI,2017-05-06,109,6,75441.0828817017
GFUSH,2017-09-26,1497,5,179432.77755990264
ABDXQ,2016-08-04,189,2,168864.29493630756
ZOTVW,2016-12-01,49,7,112904.82189392512
ZUOQV,2017-07-02,627,14,155890.98280233148
VUIDG,2016-12-08,391,1,129787.75246636364
ZNVAP,2016-10-03,1015,6,89644.43678707659
JCWQJ,2016-09-02,879,14,123804.41348048055
HZDLA,2017-10-26,498,9,53322.10688923817
XJBLU,2017-01-15,456,1,69198.48688779917
CYSMT,2016-08-04,835,4,1221.2202950603546
YLWMT,2017-02-06,671,12,132411.67964423329
FGDXT,2017-10-23,1248,10,140814.19124662556
TEUWI,2017-04-22,1075,3,97768.61089660198
OKFUC,2016-10-20,927,13,64977.17292709175
UNCZB,2017-10-18,413,6,125096.61251893213
JMEOS,2017-04-29,24,6,183694.23158688218
WIYGH,2017-10-18,659,4,122554.5709551241
BERTA,2016-07-19,101,15,108543.31201870959
PAWEF,2017-07-31,544,14,106098.92821239604
KALQF,2017-12-11,98,12,182583.2539745396
PZMUK,2017-06-03,1078,11,146416.05159929852
LHHJY,2017-12-09,584,3,140209.0930755361
OZTRD,2017-08-22,63,7,199131.40422397814
EPYQG,2017-08-22,1369,15,172147.4664612861
NEBAX,2017-01-15,530,14,174756.89402211457
CQJCT,2017-06-13,786,10,145532.49046557044
RVTJD,2016-12-29,563,12,171410.79747777784
DZCIY,2016-07-21,484,1,47393.822687382104
ZTZIX,2016-07-10,392,5,23842.41561500602
KKQGU,2017-08-05,1250,3,125712.93142754448
LLPYL,2017-03-28,1211,15,13130.049013137901
GGKVU,2017-07-21,1458,12,146157.9246643379
FOPKC,2017-09-17,888,9,45417.137133324024
YMGHX,2016-10-06,707,15,189719.41133973017
MVBRQ,2016-10-24,1235,10,102492.57908803137
GPZGB,2016-08-05,549,6,158269.0204669886
BQXML,2016-11-28,445,10,41364.96669561236
PXREN,2016-10-09,470,15,21969.666570343983
QRFCO,2017-01-24,240,4,94811.58925095457
GKBCL,2017-07-22,6,1,66634.37666340201
FZZUK,2017-02-22,1468,14,772.2549023900127
ZLIRU,2017-08-12,10,8,52177.79247274479
ACZBR,2017-10-14,798,8,51760.008912846155
XRBVO,2016-12-19,674,1,175377.47558921334
DLRUD,2017-02-20,871,4,132463.23815145792
QFJZS,2017-09-20,1046,1,137883.22035083
ADQLO,2017-01-07,839,8,167247.60026298946
HMLII,2017-06-06,1097,3,82397.27832031247
EELYF,2016-07-11,1154,7,22765.6432027034
FEBJI,2017-05-31,1215,9,5497.1750103679715
FFEDE,2017-07-30,385,1,126210.70276704145
ANFGR,2017-02-12,384,10,157864.91640776012
MPNLB,2017-10-08,1364,15,187127.20742806842
KHVTO,2016-12-30,1326,8,60039.01124048674
GABWG,2017-07-28,599,4,128713.39276181211
UDKKH,2017-09-11,49,5,78392.08274621778
PLNLB,2016-09-06,1312,7,95323.7707246814
KKHKC,2016-08-23,978,8,18910.17206672909
POKJY,2017-12-15,233,5,1099.7966725497354
PMKFE,2017-12-21,959,4,111359.66158158457
QPTVL,2017-05-26,615,5,9390.170798691333
CLUQI,2017-08-03,1047,6,110662.62605085153
ZHQZP,2017-05-10,841,5,177385.18526543237
WBGHV,2017-04-21,1103,3,165564.23654036355
KYDKI,2017-07-10,529,12,7782.533651490886
RFPOM,2017-04-25,576,11,68398.76303473809
HKLRT,2017-02-28,198,5,190299.1343212412
VDHGA,2016-10-07,514,2,85551.15083890592
NBKZW,2017-07-24,1189,16,97402.2029002711
TXLSM,2016-10-27,308,16,69438.20981701418
WUOQU,2017-08-10,287,11,20424.86298442889
KMGIA,2017-02-17,645,13,168544.29626850865
LFAHG,2017-01-25,129,3,103961.7148884055
FTVKY,2017-07-04,1474,14,92216.8501533809
JLKGY,2017-06-30,988,5,127393.82704203128
WEDJW,2016-10-14,622,9,166534.9326117219
HUUSL,2017-01-03,252,12,30904.902286854584
KZAWC,2017-11-16,629,9,157499.87814656523
BNYLW,2017-09-07,183,10,152106.63944926695
NZGNS,2017-10-13,590,11,23081.263131194828
SQYEE,2017-11-03,234,2,194749.3830824355
ACFGM,2017-06-10,1251,14,31558.15154838113
QHQLI,2017-04-30,308,4,25449.48397583624
XLQLP,2017-05-26,270,4,1744.2582723691257
SYXKM,2017-12-23,969,11,154270.73168292898
HLLON,2017-07-05,427,8,134061.04837433682
MWHMP,2017-10-07,725,14,82348.258846909
GHNDN,2017-12-01,1120,5,143360.8556140747
PYPUV,2017-01-12,984,15,191279.34458497522
ESZKM,2017-02-23,828,14,61884.89163292274
OWHUG,2016-10-09,1045,2,181297.1422312645
SYCTU,2017-10-27,960,11,58243.37312033008
DFGBF,2016-08-22,331,2,49637.5698125526
XDZJQ,2017-10-06,133,12,134326.65094726227
SYKEA,2017-07-15,781,11,152410.3853394669
LNWZE,2017-01-01,1416,5,120564.5278348149
CSQXC,2016-08-28,1024,4,13968.821188760927
NTBSX,2017-12-02,388,12,115333.39154359927
VZKTG,2017-10-07,1131,3,122497.61690602383
YVMKO,2017-11-07,799,7,91579.81238435137
LIAWK,2017-05-13,599,2,73895.85647739598
DKDAQ,2016-08-05,210,16,79133.13226820635
BMENX,2016-08-11,1139,15,64862.35710396962
XENLG,2016-10-25,1273,5,150175.02696123943
IFJNP,2017-12-04,1054,5,85104.30619086428
FHZSE,2017-11-02,86,5,144028.6632811648
ZFTTA,2017-09-04,81,7,113653.05618802455
VTGXY,2016-08-27,629,10,164630.6601407112
DLTDC,2017-02-19,95,10,48614.85239715577
PYSNI,2017-04-10,271,13,546.662473476478
NHLCL,2017-04-11,880,6,117977.03721076973
ZJPYG,2016-09-14,453,6,118435.75869617553
OGICU,2017-09-17,54,5,91214.43190085531
PRXKK,2016-09-27,1222,11,67683.78514238042
WEISU,2016-07-06,255,12,180826.41090896277
NTDGQ,2017-12-12,814,16,148645.4197589151
GHCSF,2017-09-12,411,12,21926.343639005718
IRNBV,2016-10-31,1181,2,106132.24108173086
QZHLY,2017-09-05,899,14,123989.460001518
KCKXO,2017-08-28,759,5,100906.02159977709
ENQAR,2016-10-20,950,13,168566.41052506326
YSMNF,2017-12-18,768,4,79830.97885093435
GXVSQ,2017-02-14,12,9,87578.79144851906
EBGDZ,2017-11-24,409,16,176121.86121305433
HPCAV,2016-07-08,1131,2,172145.7345088039
OWZAT,2016-10-19,906,15,40611.22736645353
MRUNZ,2016-09-13,978,16,79808.7128909988
NVMPH,2017-12-04,671,15,97298.718014206
KUWIW,2016-09-10,793,5,75530.77217784805
RZOKO,2016-09-08,1342,15,62130.14212765307
MRWHJ,2017-06-29,1375,1,128887.85221774792
XBBHI,2017-05-08,194,10,153500.07312259186
ORZQF,2016-10-20,988,11,181965.58620373372
JIXUQ,2017-11-20,876,3,71472.0968075052
PEBNQ,2016-07-09,1094,6,4696.154691387377
UGVKQ,2017-06-01,658,8,50369.77680551291
WCZDZ,2016-09-03,205,1,102662.345490932
BNYDV,2017-02-10,20,4,183727.31524457416
EGGZT,2017-03-19,88,12,103820.61804600089
CICUE,2017-01-14,975,9,36435.06699639269
BEEKX,2017-08-18,343,10,22179.107092252903
HTPUJ,2017-10-21,1178,6,144360.0008041038
CBBIQ,2017-08-12,743,10,120502.34248480691
ASIWV,2017-07-22,933,12,138979.83709101507
NSJBX,2017-04-02,187,9,149001.8155086068
BBLDX,2016-08-11,430,13,20824.336273122146
BZLPA,2017-06-26,682,5,26439.047569432027
RKSGU,2016-09-20,203,9,8991.360180519381
BFXAC,2017-12-19,635,9,115012.30276745821
BJYQR,2016-11-06,451,6,101907.37922764907
AUJRJ,2017-03-31,186,12,101850.07309667631
GJLCG,2017-05-18,724,3,6304.4260137433475
GXWDR,2016-12-06,391,5,193407.6632821782
MWWKA,2016-11-10,386,1,151627.98342912432
ARCCV,2016-08-08,690,3,54617.5300173251
BLHBO,2017-01-15,836,1,92332.46007801875
WMMWX,2017-11-21,933,4,81409.68205582668
SPZOI,2017-12-06,746,14,166385.295902558
HJVKJ,2016-11-07,1441,13,86981.29955292228
YBYWQ,2017-01-24,425,15,150287.38496933875
IEZJG,2016-11-13,1083,4,177006.6076716542
RAXYU,2017-01-29,333,16,34924.92625292019
BVPIF,2016-08-17,611,6,21381.177420044485
IVSTD,2017-01-13,660,16,162189.23341819475
QSSAU,2017-02-02,280,8,121449.18012751684
PWDTI,2016-07-09,249,14,153543.91580675723
DAUBH,2017-02-01,173,13,127926.62081320329
OIWSH,2016-07-12,607,16,70334.84109447943
XRXIV,2017-11-30,819,8,71991.48795963888
BOXRS,2016-09-23,131,7,105524.99496953617
CHDYQ,2017-01-08,1252,5,163254.32791148341
FEPUP,2017-12-30,942,15,77694.33696917912
JPBOI,2016-07-30,808,4,50149.9296112337
RVGKO,2017-10-07,106,11,80970.5395716694
UQUEU,2016-08-03,1407,15,123618.08129045699
WPIKU,2017-04-05,453,2,7399.891919312918
PUHQS,2017-01-08,368,15,181276.04680025385
GHICR,2017-06-12,179,13,119819.9610928118
DQUIJ,2017-11-11,1160,9,158635.47864576528
WACEF,2017-04-11,1271,1,55459.42921646933
BYRIU,2016-10-02,1125,12,140301.75704550173
UKSVG,2017-10-15,1439,7,182127.1978849868
WZLHT,2017-06-08,142,7,59837.43633965211
CLJZC,2017-07-09,382,4,131789.4752500736
IRFUT,2017-08-04,698,1,186249.12753942556
GJWED,2017-07-17,413,8,12110.424440698785
CJODO,2016-12-21,1464,11,54004.78574061776
ECORI,2017-09-06,740,13,121756.24893758287
IQRPC,2016-12-24,1096,9,125517.371631592
FZLRS,2017-07-25,205,8,87247.21019881329
GNBYF,2016-11-06,1471,6,80469.74363478068
OUUHA,2017-03-02,1435,12,158666.19573933352
XYXSN,2017-05-14,584,10,48064.98899063316
VAICF,2017-09-13,281,14,169842.428876568
KBZLU,2017-12-05,1380,7,97167.16712
KFCAC,2017-04-28,1351,12,78937.30996290658
TNCUP,2017-02-13,1429,12,52169.97293836918
HCLCE,2017-07-01,1192,6,154210.3851457449
UDLBV,2017-09-16,369,8,188455.23095720133
QNZJP,2017-03-16,413,16,117252.43264013898
SLJVP,2017-10-15,301,5,28222.57938045578
JKMQX,2017-02-01,704,10,39168.91164965602
